Numero da loja,Numero do produto,Mes da venda,Ano da venda,Quantidade vendida
3,25,1,2021,48.0
3,26,1,2021,29.0
3,27,1,2021,23.0
3,28,1,2021,32.0
3,29,1,2021,3.0
3,30,1,2021,43.0
3,31,1,2021,1.0
3,32,1,2021,49.0
3,33,1,2021,43.0
3,34,1,2021,35.0
3,35,1,2021,27.0
3,36,1,2021,3.0
3,37,1,2021,49.0
3,38,1,2021,43.0
3,39,1,2021,35.0
3,40,1,2021,18.0
3,41,1,2021,18.0
3,42,1,2021,30.0
3,43,1,2021,20.0
3,44,1,2021,19.0
3,45,1,2021,19.0
3,46,1,2021,37.0
3,47,1,2021,26.0
3,48,1,2021,22.0
3,49,1,2021,2.0
3,50,1,2021,50.0
4,1,1,2021,12.0
4,2,1,2021,9.0
4,3,1,2021,13.0
4,4,1,2021,16.0
4,5,1,2021,6.0
4,6,1,2021,48.0
4,7,1,2021,24.0
4,8,1,2021,46.0
4,9,1,2021,16.0
4,10,1,2021,39.0
4,11,1,2021,13.0
4,12,1,2021,3.0
4,13,1,2021,30.0
4,14,1,2021,33.0
4,15,1,2021,35.0
4,16,1,2021,44.0
4,17,1,2021,15.0
4,18,1,2021,21.0
4,19,1,2021,15.0
4,20,1,2021,21.0
4,21,1,2021,49.0
4,22,1,2021,27.0
4,23,1,2021,34.0
4,24,1,2021,29.0
4,25,1,2021,43.0
4,26,1,2021,32.0
4,27,1,2021,5.0
4,28,1,2021,30.0
4,29,1,2021,29.0
4,30,1,2021,31.0
4,31,1,2021,20.0
4,32,1,2021,15.0
4,33,1,2021,6.0
4,34,1,2021,7.0
4,35,1,2021,36.0
4,36,1,2021,1.0
4,37,1,2021,32.0
4,38,1,2021,42.0
4,39,1,2021,27.0
4,40,1,2021,9.0
4,41,1,2021,18.0
4,42,1,2021,41.0
4,43,1,2021,30.0
4,44,1,2021,13.0
4,45,1,2021,7.0
4,46,1,2021,24.0
4,47,1,2021,40.0
4,48,1,2021,36.0
4,49,1,2021,10.0
4,50,1,2021,21.0
5,1,1,2021,36.0
5,2,1,2021,2.0
5,3,1,2021,34.0
5,4,1,2021,8.0
5,5,1,2021,43.0
5,6,1,2021,19.0
5,7,1,2021,45.0
5,8,1,2021,23.0
5,9,1,2021,15.0
5,10,1,2021,13.0
5,11,1,2021,42.0
5,12,1,2021,0.0
5,13,1,2021,22.0
5,14,1,2021,39.0
5,15,1,2021,17.0
5,16,1,2021,23.0
5,17,1,2021,28.0
5,18,1,2021,4.0
5,19,1,2021,45.0
5,20,1,2021,41.0
5,21,1,2021,31.0
5,22,1,2021,23.0
5,23,1,2021,21.0
5,24,1,2021,14.0
5,25,1,2021,2.0
5,26,1,2021,27.0
5,27,1,2021,0.0
5,28,1,2021,26.0
5,29,1,2021,23.0
5,30,1,2021,26.0
5,31,1,2021,18.0
5,32,1,2021,44.0
5,33,1,2021,17.0
5,34,1,2021,41.0
5,35,1,2021,33.0
5,36,1,2021,17.0
5,37,1,2021,21.0
5,38,1,2021,44.0
5,39,1,2021,17.0
5,40,1,2021,48.0
5,41,1,2021,20.0
5,42,1,2021,6.0
5,43,1,2021,48.0
5,44,1,2021,12.0
5,45,1,2021,37.0
5,46,1,2021,5.0
5,47,1,2021,32.0
5,48,1,2021,49.0
5,49,1,2021,0.0
5,50,1,2021,15.0
6,1,1,2021,49.0
6,2,1,2021,2.0
6,3,1,2021,29.0
6,4,1,2021,4.0
6,5,1,2021,33.0
6,6,1,2021,45.0
6,7,1,2021,10.0
6,8,1,2021,33.0
6,9,1,2021,8.0
6,10,1,2021,17.0
6,11,1,2021,37.0
6,12,1,2021,43.0
6,13,1,2021,38.0
6,14,1,2021,29.0
6,15,1,2021,7.0
6,16,1,2021,16.0
6,17,1,2021,21.0
6,18,1,2021,8.0
6,19,1,2021,2.0
6,20,1,2021,42.0
6,21,1,2021,44.0
6,22,1,2021,46.0
6,23,1,2021,24.0
6,24,1,2021,42.0
6,25,1,2021,11.0
6,26,1,2021,37.0
6,27,1,2021,46.0
6,28,1,2021,20.0
6,29,1,2021,34.0
6,30,1,2021,11.0
6,31,1,2021,19.0
6,32,1,2021,6.0
6,33,1,2021,21.0
6,34,1,2021,25.0
6,35,1,2021,37.0
6,36,1,2021,21.0
6,37,1,2021,17.0
6,38,1,2021,34.0
6,39,1,2021,49.0
6,40,1,2021,16.0
6,41,1,2021,44.0
6,42,1,2021,14.0
6,43,1,2021,12.0
6,44,1,2021,27.0
6,45,1,2021,31.0
6,46,1,2021,38.0
6,47,1,2021,13.0
6,48,1,2021,38.0
6,49,1,2021,5.0
6,50,1,2021,31.0
7,1,1,2021,44.0
7,2,1,2021,44.0
7,3,1,2021,32.0
7,4,1,2021,48.0
7,5,1,2021,33.0
7,6,1,2021,20.0
7,7,1,2021,17.0
7,8,1,2021,21.0
7,9,1,2021,5.0
7,10,1,2021,21.0
7,11,1,2021,18.0
7,12,1,2021,0.0
7,13,1,2021,2.0
7,14,1,2021,37.0
7,15,1,2021,14.0
7,16,1,2021,45.0
7,17,1,2021,18.0
7,18,1,2021,2.0
7,19,1,2021,9.0
7,20,1,2021,6.0
7,21,1,2021,1.0
7,22,1,2021,32.0
7,23,1,2021,17.0
7,24,1,2021,3.0
7,25,1,2021,43.0
7,26,1,2021,35.0
7,27,1,2021,48.0
7,28,1,2021,39.0
7,29,1,2021,0.0
7,30,1,2021,4.0
7,31,1,2021,19.0
7,32,1,2021,18.0
7,33,1,2021,44.0
7,34,1,2021,43.0
7,35,1,2021,49.0
7,36,1,2021,10.0
7,37,1,2021,32.0
7,38,1,2021,8.0
7,39,1,2021,50.0
7,40,1,2021,31.0
7,41,1,2021,12.0
7,42,1,2021,29.0
7,43,1,2021,22.0
7,44,1,2021,18.0
7,45,1,2021,20.0
7,46,1,2021,40.0
7,47,1,2021,30.0
7,48,1,2021,45.0
7,49,1,2021,43.0
7,50,1,2021,26.0
8,1,1,2021,9.0
8,2,1,2021,42.0
8,3,1,2021,0.0
8,4,1,2021,22.0
8,5,1,2021,5.0
8,6,1,2021,18.0
8,7,1,2021,10.0
8,8,1,2021,27.0
8,9,1,2021,30.0
8,10,1,2021,6.0
8,11,1,2021,18.0
8,12,1,2021,9.0
8,13,1,2021,13.0
8,14,1,2021,3.0
8,15,1,2021,16.0
8,16,1,2021,16.0
8,17,1,2021,24.0
8,18,1,2021,15.0
8,19,1,2021,10.0
8,20,1,2021,23.0
8,21,1,2021,0.0
8,22,1,2021,4.0
8,23,1,2021,38.0
8,24,1,2021,2.0
8,25,1,2021,50.0
8,26,1,2021,35.0
8,27,1,2021,4.0
8,28,1,2021,44.0
8,29,1,2021,40.0
8,30,1,2021,7.0
8,31,1,2021,38.0
8,32,1,2021,13.0
8,33,1,2021,49.0
8,34,1,2021,37.0
8,35,1,2021,39.0
8,36,1,2021,49.0
8,37,1,2021,7.0
8,38,1,2021,37.0
8,39,1,2021,31.0
8,40,1,2021,21.0
8,41,1,2021,34.0
8,42,1,2021,25.0
8,43,1,2021,10.0
8,44,1,2021,24.0
8,45,1,2021,47.0
8,46,1,2021,32.0
8,47,1,2021,14.0
8,48,1,2021,45.0
8,49,1,2021,28.0
8,50,1,2021,14.0
9,1,1,2021,26.0
9,2,1,2021,38.0
9,3,1,2021,34.0
9,4,1,2021,42.0
9,5,1,2021,6.0
9,6,1,2021,38.0
9,7,1,2021,35.0
9,8,1,2021,21.0
9,9,1,2021,39.0
9,10,1,2021,28.0
9,11,1,2021,3.0
9,12,1,2021,44.0
9,13,1,2021,0.0
9,14,1,2021,18.0
9,15,1,2021,32.0
9,16,1,2021,29.0
9,17,1,2021,26.0
9,18,1,2021,32.0
9,19,1,2021,14.0
9,20,1,2021,20.0
9,21,1,2021,4.0
9,22,1,2021,4.0
9,23,1,2021,34.0
9,24,1,2021,25.0
9,25,1,2021,31.0
9,26,1,2021,11.0
9,27,1,2021,25.0
9,28,1,2021,13.0
9,29,1,2021,8.0
9,30,1,2021,1.0
9,31,1,2021,49.0
9,32,1,2021,8.0
9,33,1,2021,40.0
9,34,1,2021,50.0
9,35,1,2021,14.0
9,36,1,2021,22.0
9,37,1,2021,31.0
9,38,1,2021,42.0
9,39,1,2021,13.0
9,40,1,2021,13.0
9,41,1,2021,20.0
9,42,1,2021,10.0
9,43,1,2021,18.0
9,44,1,2021,35.0
9,45,1,2021,24.0
9,46,1,2021,14.0
9,47,1,2021,22.0
9,48,1,2021,26.0
9,49,1,2021,25.0
9,50,1,2021,48.0
10,1,1,2021,38.0
10,2,1,2021,24.0
10,3,1,2021,17.0
10,4,1,2021,23.0
10,5,1,2021,22.0
10,6,1,2021,30.0
10,7,1,2021,13.0
10,8,1,2021,9.0
10,9,1,2021,1.0
10,10,1,2021,20.0
10,11,1,2021,18.0
10,12,1,2021,38.0
10,13,1,2021,32.0
10,14,1,2021,21.0
10,15,1,2021,4.0
10,16,1,2021,8.0
10,17,1,2021,25.0
10,18,1,2021,49.0
10,19,1,2021,18.0
10,20,1,2021,23.0
10,21,1,2021,20.0
10,22,1,2021,32.0
10,23,1,2021,15.0
10,24,1,2021,23.0
10,25,1,2021,16.0
10,26,1,2021,19.0
10,27,1,2021,8.0
10,28,1,2021,21.0
10,29,1,2021,32.0
10,30,1,2021,8.0
10,31,1,2021,35.0
10,32,1,2021,27.0
10,33,1,2021,30.0
10,34,1,2021,10.0
10,35,1,2021,45.0
10,36,1,2021,37.0
10,37,1,2021,40.0
10,38,1,2021,21.0
10,39,1,2021,48.0
10,40,1,2021,20.0
10,41,1,2021,33.0
10,42,1,2021,12.0
10,43,1,2021,2.0
10,44,1,2021,38.0
10,45,1,2021,46.0
10,46,1,2021,15.0
10,47,1,2021,29.0
10,48,1,2021,14.0
10,49,1,2021,9.0
10,50,1,2021,12.0
11,1,1,2021,47.0
11,2,1,2021,11.0
11,3,1,2021,14.0
11,4,1,2021,22.0
11,5,1,2021,23.0
11,6,1,2021,3.0
11,7,1,2021,17.0
11,8,1,2021,36.0
11,9,1,2021,43.0
11,10,1,2021,18.0
11,11,1,2021,2.0
11,12,1,2021,2.0
11,13,1,2021,4.0
11,14,1,2021,48.0
11,15,1,2021,35.0
11,16,1,2021,2.0
11,17,1,2021,0.0
11,18,1,2021,42.0
11,19,1,2021,2.0
11,20,1,2021,48.0
11,21,1,2021,2.0
11,22,1,2021,7.0
11,23,1,2021,34.0
11,24,1,2021,50.0
11,25,1,2021,32.0
11,26,1,2021,37.0
11,27,1,2021,22.0
11,28,1,2021,5.0
11,29,1,2021,43.0
11,30,1,2021,18.0
11,31,1,2021,19.0
11,32,1,2021,44.0
11,33,1,2021,34.0
11,34,1,2021,9.0
11,35,1,2021,31.0
11,36,1,2021,19.0
11,37,1,2021,26.0
11,38,1,2021,50.0
11,39,1,2021,41.0
11,40,1,2021,41.0
11,41,1,2021,42.0
11,42,1,2021,7.0
11,43,1,2021,23.0
11,44,1,2021,40.0
11,45,1,2021,40.0
11,46,1,2021,21.0
11,47,1,2021,5.0
11,48,1,2021,46.0
11,49,1,2021,12.0
11,50,1,2021,35.0
12,1,1,2021,8.0
12,2,1,2021,3.0
12,3,1,2021,36.0
12,4,1,2021,5.0
12,5,1,2021,47.0
12,6,1,2021,21.0
12,7,1,2021,9.0
12,8,1,2021,3.0
12,9,1,2021,4.0
12,10,1,2021,48.0
12,11,1,2021,10.0
12,12,1,2021,31.0
12,13,1,2021,4.0
12,14,1,2021,0.0
12,15,1,2021,9.0
12,16,1,2021,4.0
12,17,1,2021,29.0
12,18,1,2021,6.0
12,19,1,2021,36.0
12,20,1,2021,29.0
12,21,1,2021,29.0
12,22,1,2021,0.0
12,23,1,2021,41.0
12,24,1,2021,8.0
12,25,1,2021,15.0
12,26,1,2021,39.0
12,27,1,2021,43.0
12,28,1,2021,12.0
12,29,1,2021,41.0
12,30,1,2021,20.0
12,31,1,2021,1.0
12,32,1,2021,12.0
12,33,1,2021,16.0
12,34,1,2021,31.0
12,35,1,2021,38.0
12,36,1,2021,39.0
12,37,1,2021,39.0
12,38,1,2021,1.0
12,39,1,2021,42.0
12,40,1,2021,40.0
12,41,1,2021,17.0
12,42,1,2021,0.0
12,43,1,2021,49.0
12,44,1,2021,14.0
12,45,1,2021,3.0
12,46,1,2021,13.0
12,47,1,2021,4.0
12,48,1,2021,28.0
12,49,1,2021,47.0
12,50,1,2021,49.0
13,1,1,2021,33.0
13,2,1,2021,16.0
13,3,1,2021,27.0
13,4,1,2021,7.0
13,5,1,2021,29.0
13,6,1,2021,33.0
13,7,1,2021,44.0
13,8,1,2021,34.0
13,9,1,2021,31.0
13,10,1,2021,33.0
13,11,1,2021,29.0
13,12,1,2021,34.0
13,13,1,2021,50.0
13,14,1,2021,50.0
13,15,1,2021,45.0
13,16,1,2021,22.0
13,17,1,2021,18.0
13,18,1,2021,40.0
13,19,1,2021,24.0
13,20,1,2021,29.0
13,21,1,2021,39.0
13,22,1,2021,35.0
13,23,1,2021,2.0
13,24,1,2021,17.0
13,25,1,2021,10.0
13,26,1,2021,25.0
13,27,1,2021,31.0
13,28,1,2021,44.0
13,29,1,2021,42.0
13,30,1,2021,27.0
13,31,1,2021,6.0
13,32,1,2021,15.0
13,33,1,2021,9.0
13,34,1,2021,6.0
13,35,1,2021,3.0
13,36,1,2021,31.0
13,37,1,2021,32.0
13,38,1,2021,30.0
13,39,1,2021,41.0
13,40,1,2021,33.0
13,41,1,2021,10.0
13,42,1,2021,28.0
13,43,1,2021,11.0
13,44,1,2021,15.0
13,45,1,2021,24.0
13,46,1,2021,12.0
13,47,1,2021,15.0
13,48,1,2021,42.0
13,49,1,2021,34.0
13,50,1,2021,10.0
14,1,1,2021,45.0
14,2,1,2021,50.0
14,3,1,2021,2.0
14,4,1,2021,6.0
14,5,1,2021,17.0
14,6,1,2021,49.0
14,7,1,2021,10.0
14,8,1,2021,43.0
14,9,1,2021,27.0
14,10,1,2021,37.0
14,11,1,2021,50.0
14,12,1,2021,47.0
14,13,1,2021,44.0
14,14,1,2021,38.0
14,15,1,2021,45.0
14,16,1,2021,5.0
14,17,1,2021,38.0
14,18,1,2021,6.0
14,19,1,2021,22.0
14,20,1,2021,1.0
14,21,1,2021,2.0
14,22,1,2021,39.0
14,23,1,2021,50.0
14,24,1,2021,13.0
14,25,1,2021,37.0
14,26,1,2021,9.0
14,27,1,2021,39.0
14,28,1,2021,20.0
14,29,1,2021,24.0
14,30,1,2021,20.0
14,31,1,2021,6.0
14,32,1,2021,13.0
14,33,1,2021,7.0
14,34,1,2021,28.0
14,35,1,2021,16.0
14,36,1,2021,36.0
14,37,1,2021,12.0
14,38,1,2021,10.0
14,39,1,2021,45.0
14,40,1,2021,50.0
14,41,1,2021,3.0
14,42,1,2021,22.0
14,43,1,2021,6.0
14,44,1,2021,0.0
14,45,1,2021,38.0
14,46,1,2021,14.0
14,47,1,2021,49.0
14,48,1,2021,44.0
14,49,1,2021,33.0
14,50,1,2021,27.0
15,1,1,2021,32.0
15,2,1,2021,35.0
15,3,1,2021,2.0
15,4,1,2021,44.0
15,5,1,2021,44.0
15,6,1,2021,45.0
15,7,1,2021,38.0
15,8,1,2021,13.0
15,9,1,2021,27.0
15,10,1,2021,19.0
15,11,1,2021,19.0
15,12,1,2021,37.0
15,13,1,2021,32.0
15,14,1,2021,21.0
15,15,1,2021,17.0
15,16,1,2021,42.0
15,17,1,2021,35.0
15,18,1,2021,14.0
15,19,1,2021,44.0
15,20,1,2021,13.0
15,21,1,2021,15.0
15,22,1,2021,46.0
15,23,1,2021,39.0
15,24,1,2021,3.0
15,25,1,2021,13.0
15,26,1,2021,5.0
15,27,1,2021,35.0
15,28,1,2021,49.0
15,29,1,2021,50.0
15,30,1,2021,28.0
15,31,1,2021,20.0
15,32,1,2021,50.0
15,33,1,2021,15.0
15,34,1,2021,12.0
15,35,1,2021,39.0
15,36,1,2021,28.0
15,37,1,2021,21.0
15,38,1,2021,15.0
15,39,1,2021,15.0
15,40,1,2021,35.0
15,41,1,2021,5.0
15,42,1,2021,3.0
15,43,1,2021,19.0
15,44,1,2021,46.0
15,45,1,2021,45.0
15,46,1,2021,22.0
15,47,1,2021,48.0
15,48,1,2021,35.0
15,49,1,2021,50.0
15,50,1,2021,42.0
16,1,1,2021,4.0
16,2,1,2021,33.0
16,3,1,2021,8.0
16,4,1,2021,35.0
16,5,1,2021,49.0
16,6,1,2021,37.0
16,7,1,2021,44.0
16,8,1,2021,38.0
16,9,1,2021,23.0
16,10,1,2021,27.0
16,11,1,2021,13.0
16,12,1,2021,8.0
16,13,1,2021,15.0
16,14,1,2021,35.0
16,15,1,2021,14.0
16,16,1,2021,30.0
16,17,1,2021,10.0
16,18,1,2021,2.0
16,19,1,2021,0.0
16,20,1,2021,33.0
16,21,1,2021,39.0
16,22,1,2021,42.0
16,23,1,2021,27.0
16,24,1,2021,15.0
16,25,1,2021,40.0
16,26,1,2021,1.0
16,27,1,2021,35.0
16,28,1,2021,40.0
16,29,1,2021,31.0
16,30,1,2021,28.0
16,31,1,2021,22.0
16,32,1,2021,27.0
16,33,1,2021,17.0
16,34,1,2021,20.0
16,35,1,2021,43.0
16,36,1,2021,23.0
16,37,1,2021,26.0
16,38,1,2021,37.0
16,39,1,2021,18.0
16,40,1,2021,11.0
16,41,1,2021,17.0
16,42,1,2021,35.0
16,43,1,2021,30.0
16,44,1,2021,43.0
16,45,1,2021,19.0
16,46,1,2021,26.0
16,47,1,2021,28.0
16,48,1,2021,4.0
16,49,1,2021,43.0
16,50,1,2021,27.0
17,1,1,2021,36.0
17,2,1,2021,7.0
17,3,1,2021,5.0
17,4,1,2021,4.0
17,5,1,2021,3.0
17,6,1,2021,38.0
17,7,1,2021,25.0
17,8,1,2021,20.0
17,9,1,2021,31.0
17,10,1,2021,34.0
17,11,1,2021,4.0
17,12,1,2021,9.0
17,13,1,2021,0.0
17,14,1,2021,12.0
17,15,1,2021,3.0
17,16,1,2021,44.0
17,17,1,2021,32.0
17,18,1,2021,19.0
17,19,1,2021,27.0
17,20,1,2021,27.0
17,21,1,2021,43.0
17,22,1,2021,35.0
17,23,1,2021,15.0
17,24,1,2021,14.0
17,25,1,2021,4.0
17,26,1,2021,35.0
17,27,1,2021,9.0
17,28,1,2021,50.0
17,29,1,2021,6.0
17,30,1,2021,1.0
17,31,1,2021,18.0
17,32,1,2021,5.0
17,33,1,2021,4.0
17,34,1,2021,41.0
17,35,1,2021,43.0
17,36,1,2021,50.0
17,37,1,2021,30.0
17,38,1,2021,12.0
17,39,1,2021,15.0
17,40,1,2021,44.0
17,41,1,2021,11.0
17,42,1,2021,46.0
17,43,1,2021,16.0
17,44,1,2021,48.0
17,45,1,2021,41.0
17,46,1,2021,28.0
17,47,1,2021,38.0
17,48,1,2021,39.0
17,49,1,2021,39.0
17,50,1,2021,44.0
18,1,1,2021,0.0
18,2,1,2021,32.0
18,3,1,2021,7.0
18,4,1,2021,49.0
18,5,1,2021,48.0
18,6,1,2021,48.0
18,7,1,2021,3.0
18,8,1,2021,46.0
18,9,1,2021,48.0
18,10,1,2021,19.0
18,11,1,2021,5.0
18,12,1,2021,0.0
18,13,1,2021,0.0
18,14,1,2021,10.0
18,15,1,2021,41.0
18,16,1,2021,44.0
18,17,1,2021,30.0
18,18,1,2021,36.0
18,19,1,2021,45.0
18,20,1,2021,7.0
18,21,1,2021,3.0
18,22,1,2021,6.0
18,23,1,2021,50.0
18,24,1,2021,36.0
18,25,1,2021,3.0
18,26,1,2021,2.0
18,27,1,2021,11.0
18,28,1,2021,9.0
18,29,1,2021,41.0
18,30,1,2021,2.0
18,31,1,2021,40.0
18,32,1,2021,8.0
18,33,1,2021,49.0
18,34,1,2021,12.0
18,35,1,2021,0.0
18,36,1,2021,17.0
18,37,1,2021,37.0
18,38,1,2021,37.0
18,39,1,2021,22.0
18,40,1,2021,21.0
18,41,1,2021,28.0
18,42,1,2021,24.0
18,43,1,2021,31.0
18,44,1,2021,3.0
18,45,1,2021,12.0
18,46,1,2021,40.0
18,47,1,2021,19.0
18,48,1,2021,1.0
18,49,1,2021,26.0
18,50,1,2021,32.0
19,1,1,2021,32.0
19,2,1,2021,37.0
19,3,1,2021,40.0
19,4,1,2021,15.0
19,5,1,2021,47.0
19,6,1,2021,7.0
19,7,1,2021,3.0
19,8,1,2021,40.0
19,9,1,2021,50.0
19,10,1,2021,30.0
19,11,1,2021,4.0
19,12,1,2021,42.0
19,13,1,2021,4.0
19,14,1,2021,36.0
19,15,1,2021,32.0
19,16,1,2021,30.0
19,17,1,2021,15.0
19,18,1,2021,3.0
19,19,1,2021,49.0
19,20,1,2021,26.0
19,21,1,2021,26.0
19,22,1,2021,9.0
19,23,1,2021,45.0
19,24,1,2021,47.0
19,25,1,2021,35.0
19,26,1,2021,31.0
19,27,1,2021,36.0
19,28,1,2021,1.0
19,29,1,2021,6.0
19,30,1,2021,26.0
19,31,1,2021,14.0
19,32,1,2021,40.0
19,33,1,2021,49.0
19,34,1,2021,9.0
19,35,1,2021,9.0
19,36,1,2021,7.0
19,37,1,2021,43.0
19,38,1,2021,41.0
19,39,1,2021,44.0
19,40,1,2021,29.0
19,41,1,2021,45.0
19,42,1,2021,24.0
19,43,1,2021,32.0
19,44,1,2021,24.0
19,45,1,2021,40.0
19,46,1,2021,6.0
19,47,1,2021,35.0
19,48,1,2021,28.0
19,49,1,2021,37.0
19,50,1,2021,18.0
20,1,1,2021,23.0
20,2,1,2021,3.0
20,3,1,2021,11.0
20,4,1,2021,28.0
20,5,1,2021,44.0
20,6,1,2021,6.0
20,7,1,2021,8.0
20,8,1,2021,3.0
20,9,1,2021,6.0
20,10,1,2021,40.0
20,11,1,2021,23.0
20,12,1,2021,29.0
20,13,1,2021,48.0
20,14,1,2021,32.0
20,15,1,2021,15.0
20,16,1,2021,35.0
20,17,1,2021,22.0
20,18,1,2021,14.0
20,19,1,2021,30.0
20,20,1,2021,36.0
20,21,1,2021,33.0
20,22,1,2021,22.0
20,23,1,2021,45.0
20,24,1,2021,11.0
20,25,1,2021,17.0
20,26,1,2021,6.0
20,27,1,2021,42.0
20,28,1,2021,15.0
20,29,1,2021,15.0
20,30,1,2021,41.0
20,31,1,2021,4.0
20,32,1,2021,24.0
20,33,1,2021,15.0
20,34,1,2021,32.0
20,35,1,2021,41.0
20,36,1,2021,36.0
20,37,1,2021,11.0
20,38,1,2021,24.0
20,39,1,2021,22.0
20,40,1,2021,14.0
20,41,1,2021,43.0
20,42,1,2021,34.0
20,43,1,2021,21.0
20,44,1,2021,43.0
20,45,1,2021,18.0
20,46,1,2021,28.0
20,47,1,2021,44.0
20,48,1,2021,7.0
20,49,1,2021,44.0
20,50,1,2021,38.0
21,1,1,2021,27.0
21,2,1,2021,26.0
21,3,1,2021,29.0
21,4,1,2021,7.0
21,5,1,2021,29.0
21,6,1,2021,15.0
21,7,1,2021,7.0
21,8,1,2021,50.0
21,9,1,2021,1.0
21,10,1,2021,25.0
21,11,1,2021,2.0
21,12,1,2021,31.0
21,13,1,2021,4.0
21,14,1,2021,47.0
21,15,1,2021,36.0
21,16,1,2021,18.0
21,17,1,2021,24.0
21,18,1,2021,12.0
21,19,1,2021,36.0
21,20,1,2021,19.0
21,21,1,2021,25.0
21,22,1,2021,13.0
21,23,1,2021,1.0
21,24,1,2021,13.0
21,25,1,2021,20.0
21,26,1,2021,39.0
21,27,1,2021,14.0
21,28,1,2021,26.0
21,29,1,2021,15.0
21,30,1,2021,6.0
21,31,1,2021,11.0
21,32,1,2021,19.0
21,33,1,2021,45.0
21,34,1,2021,38.0
21,35,1,2021,32.0
21,36,1,2021,37.0
21,37,1,2021,7.0
21,38,1,2021,37.0
21,39,1,2021,39.0
21,40,1,2021,33.0
21,41,1,2021,22.0
21,42,1,2021,9.0
21,43,1,2021,29.0
21,44,1,2021,26.0
21,45,1,2021,46.0
21,46,1,2021,47.0
21,47,1,2021,19.0
21,48,1,2021,49.0
21,49,1,2021,13.0
21,50,1,2021,9.0
22,1,1,2021,20.0
22,2,1,2021,30.0
22,3,1,2021,14.0
22,4,1,2021,39.0
22,5,1,2021,38.0
22,6,1,2021,21.0
22,7,1,2021,7.0
22,8,1,2021,39.0
22,9,1,2021,31.0
22,10,1,2021,20.0
22,11,1,2021,25.0
22,12,1,2021,39.0
22,13,1,2021,40.0
22,14,1,2021,44.0
22,15,1,2021,14.0
22,16,1,2021,30.0
22,17,1,2021,10.0
22,18,1,2021,41.0
22,19,1,2021,19.0
22,20,1,2021,26.0
22,21,1,2021,44.0
22,22,1,2021,14.0
